user_id,signup_date,plan_type,monthly_fee,avg_weekly_usage_hours,support_tickets,payment_failures,tenure_months,last_login_days_ago,churn,churn_probability,estimated_remaining_months,revenue_at_risk,expected_revenue_at_risk,expected_remaining_ltv,risk_level,risk_category,recovery_probability,estimated_recoverable_revenue,recommended_action,intervention_cost,net_recoverable_value,roi_multiple,is_profitable_intervention
1682,2023-01-14,Premium,699,23.1,6,5,6,4,Yes,0.6527,6,2737.42,2737.42,1456.58,High Risk,High Risk,0.21,574.86,Payment retry & Concierge billing call,65.0,509.86,8.8,True
1683,2023-04-27,Basic,199,18.8,2,1,34,28,No,0.2778,8,442.26,442.26,1149.74,Low Risk,Low Risk,0.69,305.16,No action,0.0,305.16,305.2,False
1684,2024-07-14,Basic,199,12.6,8,3,28,8,No,0.6463,8,1028.91,1028.91,563.09,High Risk,High Risk,0.31,318.96,Payment retry & Concierge billing call,65.0,253.96,4.9,True
1685,2024-11-23,Standard,399,0.7,1,3,26,18,No,0.3138,8,1001.65,1001.65,2190.35,Low Risk,Low Risk,0.35,350.58,No action,0.0,350.58,350.6,False
1686,2023-10-25,Standard,399,8.4,5,4,34,41,Yes,0.8276,8,2641.7,2641.7,550.3,Critical Risk,Critical Risk,0.05,132.08,Payment retry & Concierge billing call,65.0,67.08,2.0,True
1687,2024-04-18,Premium,699,20.2,5,4,14,38,Yes,0.8693,6,3645.84,3645.84,548.16,Critical Risk,Critical Risk,0.08,291.67,Payment retry & Concierge billing call,65.0,226.67,4.5,True
1688,2024-04-30,Basic,199,23.2,2,1,22,33,No,0.3715,8,591.43,591.43,1000.57,Medium Risk,Medium Risk,0.65,384.43,Payment reminder,15.0,369.43,25.6,True
1689,2023-01-06,Basic,199,10.7,2,3,21,4,No,0.4014,8,639.03,639.03,952.97,Medium Risk,Medium Risk,0.53,338.69,Payment retry & Concierge billing call,65.0,273.69,5.2,True
1690,2023-03-04,Standard,399,5.4,1,4,13,29,Yes,0.5953,6,1425.15,1425.15,968.85,Medium Risk,Medium Risk,0.29,413.29,Payment retry & Concierge billing call,65.0,348.29,6.4,True
1691,2023-08-20,Premium,699,15.1,1,2,30,40,Yes,0.754,8,4216.37,4216.37,1375.63,High Risk,High Risk,0.39,1644.38,Payment retry & Concierge billing call,65.0,1579.38,25.3,True
1692,2024-03-12,Standard,399,23.2,4,2,1,52,No,0.3588,4,572.64,572.64,1023.36,Medium Risk,Medium Risk,0.39,223.33,Payment retry & Concierge billing call,65.0,158.33,3.4,True
1693,2024-11-06,Premium,699,9.5,6,2,20,35,Yes,0.7582,8,4239.85,4239.85,1352.15,High Risk,High Risk,0.14,593.58,Payment retry & Concierge billing call,65.0,528.58,9.1,True
1694,2023-09-27,Basic,199,15.0,1,5,5,13,Yes,0.581,6,693.71,693.71,500.29,Medium Risk,Medium Risk,0.33,228.92,Payment retry & Concierge billing call,65.0,163.92,3.5,True
1695,2023-12-05,Premium,699,3.6,8,4,7,41,Yes,0.9668,6,4054.76,4054.76,139.24,Critical Risk,Critical Risk,0.05,202.74,Payment retry & Concierge billing call,65.0,137.74,3.1,True
1696,2023-08-26,Premium,699,24.2,7,1,18,10,Yes,0.4082,6,1711.99,1711.99,2482.01,Medium Risk,Medium Risk,0.66,1129.91,Payment reminder & Priority billing assistance,35.0,1094.91,32.3,True
1697,2023-01-01,Basic,199,23.3,2,1,6,10,No,0.1894,6,226.14,226.14,967.86,Low Risk,Low Risk,0.77,174.13,No action,0.0,174.13,174.1,False
1698,2024-03-11,Standard,399,22.5,0,1,5,32,No,0.3365,6,805.58,805.58,1588.42,Low Risk,Low Risk,0.64,515.57,No action,0.0,515.57,515.6,False
1699,2024-01-22,Premium,699,8.5,8,0,31,15,No,0.2725,8,1523.82,1523.82,4068.18,Low Risk,Low Risk,0.44,670.48,No action,0.0,670.48,670.5,False
1700,2024-09-11,Standard,399,9.2,8,2,31,33,Yes,0.8084,8,2580.41,2580.41,611.59,Critical Risk,Critical Risk,0.05,129.02,Payment retry & Concierge billing call,65.0,64.02,2.0,True
1701,2024-07-27,Basic,199,23.7,4,5,11,9,No,0.3716,6,443.69,443.69,750.31,Medium Risk,Medium Risk,0.3,133.11,Payment retry & Concierge billing call,65.0,68.11,2.0,True
1702,2024-03-21,Standard,399,17.5,4,5,32,7,No,0.3905,8,1246.48,1246.48,1945.52,Medium Risk,Medium Risk,0.32,398.87,Payment retry & Concierge billing call,65.0,333.87,6.1,True
1703,2024-03-10,Premium,699,4.9,5,3,23,49,Yes,0.9503,8,5314.08,5314.08,277.92,Critical Risk,Critical Risk,0.05,265.7,Payment retry & Concierge billing call,65.0,200.7,4.1,True
1704,2023-01-11,Basic,199,22.0,3,3,36,23,Yes,0.6131,8,976.06,976.06,615.94,High Risk,High Risk,0.48,468.51,Payment retry & Concierge billing call,65.0,403.51,7.2,True
1705,2023-04-07,Basic,199,9.3,3,0,29,37,Yes,0.3759,8,598.43,598.43,993.57,Medium Risk,Medium Risk,0.57,341.11,Customer support follow-up,120.0,221.11,2.8,True
1706,2023-10-09,Standard,399,12.8,0,4,17,17,Yes,0.4476,6,1071.55,1071.55,1322.45,Medium Risk,Medium Risk,0.41,439.34,Payment retry & Concierge billing call,65.0,374.34,6.8,True
1707,2024-08-08,Premium,699,10.3,4,2,31,40,Yes,0.8113,8,4536.79,4536.79,1055.21,Critical Risk,Critical Risk,0.22,998.09,Payment retry & Concierge billing call,65.0,933.09,15.4,True
1708,2024-10-25,Basic,199,24.9,7,3,31,11,Yes,0.5818,8,926.23,926.23,665.77,Medium Risk,Medium Risk,0.47,435.33,Payment retry & Concierge billing call,65.0,370.33,6.7,True
1709,2024-12-23,Premium,699,1.4,0,4,7,57,Yes,0.9661,6,4051.82,4051.82,142.18,Critical Risk,Critical Risk,0.05,202.59,Payment retry & Concierge billing call,65.0,137.59,3.1,True
1710,2023-05-03,Premium,699,21.8,2,0,12,26,No,0.2668,6,1118.96,1118.96,3075.04,Low Risk,Low Risk,0.74,828.03,No action,0.0,828.03,828.0,False
1711,2023-10-12,Basic,199,16.1,0,2,29,6,No,0.2409,8,383.51,383.51,1208.49,Low Risk,Low Risk,0.76,291.47,No action,0.0,291.47,291.5,False
1712,2024-08-23,Basic,199,8.7,5,5,2,10,No,0.3514,4,279.71,279.71,516.29,Medium Risk,Medium Risk,0.11,30.77,Payment retry & Concierge billing call,65.0,-34.23,0.5,False
1713,2023-03-04,Premium,699,13.2,6,3,24,53,Yes,0.7983,8,4464.09,4464.09,1127.91,High Risk,High Risk,0.07,312.49,Payment retry & Concierge billing call,65.0,247.49,4.8,True
1714,2023-06-26,Basic,199,20.7,8,1,13,46,Yes,0.4953,6,591.39,591.39,602.61,Medium Risk,Medium Risk,0.39,230.64,Payment reminder,15.0,215.64,15.4,True
1715,2024-10-12,Standard,399,7.3,3,5,3,32,Yes,0.5682,4,906.85,906.85,689.15,Medium Risk,Medium Risk,0.05,45.34,Payment retry & Concierge billing call,65.0,-19.66,0.7,False
1716,2024-08-04,Premium,699,8.1,8,2,1,7,Yes,0.8025,4,2243.79,2243.79,552.21,Critical Risk,Critical Risk,0.16,359.01,Payment retry & Concierge billing call,65.0,294.01,5.5,True
1717,2023-07-06,Premium,699,14.4,7,0,6,7,No,0.1768,6,741.5,741.5,3452.5,Low Risk,Low Risk,0.58,430.07,No action,0.0,430.07,430.1,False
1718,2024-10-15,Premium,699,5.0,0,1,6,50,Yes,0.5709,6,2394.35,2394.35,1799.65,Medium Risk,Medium Risk,0.47,1125.34,Payment reminder & Priority billing assistance,35.0,1090.34,32.2,True
1719,2023-07-15,Standard,399,2.5,3,2,30,53,Yes,0.9322,8,2975.58,2975.58,216.42,Critical Risk,Critical Risk,0.18,535.6,Payment retry & Concierge billing call,65.0,470.6,8.2,True
1720,2023-05-24,Premium,699,8.1,6,5,9,18,Yes,0.6215,6,2606.57,2606.57,1587.43,High Risk,High Risk,0.05,130.33,Payment retry & Concierge billing call,65.0,65.33,2.0,True
1721,2023-10-30,Premium,699,10.6,3,2,21,56,Yes,0.5113,8,2859.19,2859.19,2732.81,Medium Risk,Medium Risk,0.39,1115.08,Payment retry & Concierge billing call,65.0,1050.08,17.2,True
1722,2024-10-19,Standard,399,7.0,7,2,29,37,Yes,0.8269,8,2639.46,2639.46,552.54,Critical Risk,Critical Risk,0.07,184.76,Payment retry & Concierge billing call,65.0,119.76,2.8,True
1723,2024-01-30,Premium,699,20.8,2,0,29,60,No,0.2391,8,1337.05,1337.05,4254.95,Low Risk,Low Risk,0.73,976.05,No action,0.0,976.05,976.0,False
1724,2023-10-23,Basic,199,14.4,6,2,35,41,No,0.6282,8,1000.09,1000.09,591.91,High Risk,High Risk,0.3,300.03,Payment retry & Concierge billing call,65.0,235.03,4.6,True
1725,2023-10-03,Basic,199,17.6,8,4,22,53,Yes,0.7736,8,1231.57,1231.57,360.43,High Risk,High Risk,0.05,61.58,Payment retry & Concierge billing call,65.0,-3.42,0.9,False
1726,2023-04-29,Basic,199,19.4,4,1,33,29,Yes,0.3478,8,553.7,553.7,1038.3,Low Risk,Low Risk,0.61,337.76,No action,0.0,337.76,337.8,False
1727,2024-01-22,Premium,699,12.1,7,4,12,20,Yes,0.6035,6,2531.08,2531.08,1662.92,High Risk,High Risk,0.05,126.55,Payment retry & Concierge billing call,65.0,61.55,1.9,True
1728,2023-01-09,Premium,699,8.4,1,5,3,22,No,0.4961,4,1387.1,1387.1,1408.9,Medium Risk,Medium Risk,0.14,194.19,Payment retry & Concierge billing call,65.0,129.19,3.0,True
1729,2024-01-02,Basic,199,12.1,5,5,27,57,Yes,0.7991,8,1272.17,1272.17,319.83,High Risk,High Risk,0.05,63.61,Payment retry & Concierge billing call,65.0,-1.39,1.0,False
1730,2024-04-12,Standard,399,11.9,2,0,11,28,No,0.2677,6,640.87,640.87,1753.13,Low Risk,Low Risk,0.64,410.16,No action,0.0,410.16,410.2,False
1731,2024-09-07,Premium,699,18.4,7,1,28,16,No,0.1308,8,731.43,731.43,4860.57,Low Risk,Low Risk,0.48,351.09,No action,0.0,351.09,351.1,False
1732,2024-06-03,Standard,399,17.1,4,0,31,59,No,0.3598,8,1148.48,1148.48,2043.52,Medium Risk,Medium Risk,0.61,700.57,Customer support follow-up,120.0,580.57,5.8,True
1733,2023-06-17,Basic,199,10.9,4,4,27,25,Yes,0.7817,8,1244.47,1244.47,347.53,High Risk,High Risk,0.11,136.89,Payment retry & Concierge billing call,65.0,71.89,2.1,True
1734,2023-05-23,Premium,699,23.1,8,1,11,60,No,0.3659,6,1534.58,1534.58,2659.42,Medium Risk,Medium Risk,0.33,506.41,Payment reminder & Priority billing assistance,35.0,471.41,14.5,True
1735,2023-05-25,Basic,199,19.8,0,0,22,19,No,0.1938,8,308.53,308.53,1283.47,Low Risk,Low Risk,0.88,271.51,No action,0.0,271.51,271.5,False
1736,2023-06-26,Standard,399,10.2,7,0,30,42,Yes,0.5607,8,1789.75,1789.75,1402.25,Medium Risk,Medium Risk,0.42,751.7,Customer support follow-up,120.0,631.7,6.3,True
1737,2023-09-08,Standard,399,2.5,3,1,20,27,Yes,0.7907,8,2523.91,2523.91,668.09,High Risk,High Risk,0.37,933.85,Payment reminder & Priority billing assistance,35.0,898.85,26.7,True
1738,2023-04-13,Basic,199,21.2,5,0,36,30,Yes,0.4934,8,785.49,785.49,806.51,Medium Risk,Medium Risk,0.69,541.99,Customer support follow-up,120.0,421.99,4.5,True
1739,2024-04-19,Standard,399,17.3,3,3,36,42,Yes,0.64,8,2042.88,2042.88,1149.12,High Risk,High Risk,0.35,715.01,Payment retry & Concierge billing call,65.0,650.01,11.0,True
1740,2023-05-17,Premium,699,19.2,1,3,16,8,Yes,0.5078,6,2129.71,2129.71,2064.29,Medium Risk,Medium Risk,0.65,1384.31,Payment retry & Concierge billing call,65.0,1319.31,21.3,True
1741,2023-12-22,Standard,399,22.5,6,4,21,25,Yes,0.8368,8,2671.07,2671.07,520.93,Critical Risk,Critical Risk,0.14,373.95,Payment retry & Concierge billing call,65.0,308.95,5.8,True
1742,2024-05-28,Standard,399,5.9,2,1,2,23,No,0.1631,4,260.31,260.31,1335.69,Low Risk,Low Risk,0.48,124.95,No action,0.0,124.95,125.0,False
1743,2023-08-05,Basic,199,22.9,3,1,26,31,Yes,0.652,8,1037.98,1037.98,554.02,High Risk,High Risk,0.61,633.17,Payment reminder,15.0,618.17,42.2,True
1744,2023-10-19,Standard,399,2.8,6,5,28,11,Yes,0.9586,8,3059.85,3059.85,132.15,Critical Risk,Critical Risk,0.05,152.99,Payment retry & Concierge billing call,65.0,87.99,2.4,True
1745,2024-03-07,Standard,399,17.0,7,0,25,16,No,0.1442,8,460.29,460.29,2731.71,Low Risk,Low Risk,0.57,262.37,No action,0.0,262.37,262.4,False
1746,2023-12-21,Basic,199,10.3,8,0,11,29,No,0.3166,6,378.02,378.02,815.98,Low Risk,Low Risk,0.38,143.65,No action,0.0,143.65,143.6,False
1747,2024-08-11,Premium,699,16.6,6,0,7,10,No,0.1537,6,644.62,644.62,3549.38,Low Risk,Low Risk,0.65,419.0,No action,0.0,419.0,419.0,False
1748,2024-02-16,Premium,699,17.3,0,3,25,41,No,0.3625,8,2027.1,2027.1,3564.9,Medium Risk,Medium Risk,0.47,952.74,Payment retry & Concierge billing call,65.0,887.74,14.7,True
1749,2024-04-06,Standard,399,7.9,4,5,4,40,Yes,0.6724,4,1073.15,1073.15,522.85,High Risk,High Risk,0.05,53.66,Payment retry & Concierge billing call,65.0,-11.34,0.8,False
1750,2023-07-03,Premium,699,19.6,5,4,24,23,Yes,0.8525,8,4767.18,4767.18,824.82,Critical Risk,Critical Risk,0.16,762.75,Payment retry & Concierge billing call,65.0,697.75,11.7,True
1751,2024-12-25,Standard,399,19.1,1,1,35,0,No,0.1897,8,605.52,605.52,2586.48,Low Risk,Low Risk,0.85,514.69,No action,0.0,514.69,514.7,False
1752,2023-02-10,Premium,699,5.3,7,3,17,3,Yes,0.6397,6,2682.9,2682.9,1511.1,High Risk,High Risk,0.27,724.38,Payment retry & Concierge billing call,65.0,659.38,11.1,True
1753,2024-03-11,Basic,199,11.8,0,4,32,43,Yes,0.6197,8,986.56,986.56,605.44,High Risk,High Risk,0.32,315.7,Payment retry & Concierge billing call,65.0,250.7,4.9,True
1754,2024-01-01,Standard,399,19.3,0,4,19,17,Yes,0.4568,8,1458.11,1458.11,1733.89,Medium Risk,Medium Risk,0.47,685.31,Payment retry & Concierge billing call,65.0,620.31,10.5,True
1755,2024-01-01,Standard,399,11.4,4,5,2,2,No,0.3541,4,565.14,565.14,1030.86,Medium Risk,Medium Risk,0.17,96.07,Payment retry & Concierge billing call,65.0,31.07,1.5,True
1756,2023-04-07,Premium,699,13.5,6,1,3,11,Yes,0.3752,4,1049.06,1049.06,1746.94,Medium Risk,Medium Risk,0.52,545.51,Payment reminder & Priority billing assistance,35.0,510.51,15.6,True
1757,2024-12-06,Basic,199,16.0,6,2,10,22,No,0.697,6,832.22,832.22,361.78,High Risk,High Risk,0.32,266.31,Payment retry & Concierge billing call,65.0,201.31,4.1,True
1758,2023-12-01,Premium,699,23.0,8,4,16,29,Yes,0.8672,6,3637.04,3637.04,556.96,Critical Risk,Critical Risk,0.07,254.59,Payment retry & Concierge billing call,65.0,189.59,3.9,True
1759,2023-03-22,Standard,399,4.1,1,3,3,32,No,0.8866,4,1415.01,1415.01,180.99,Critical Risk,Critical Risk,0.1,141.5,Payment retry & Concierge billing call,65.0,76.5,2.2,True
1760,2024-10-30,Standard,399,10.9,0,1,20,60,No,0.3173,8,1012.82,1012.82,2179.18,Low Risk,Low Risk,0.61,617.82,No action,0.0,617.82,617.8,False
1761,2023-09-25,Premium,699,21.0,6,0,6,50,Yes,0.5557,6,2330.61,2330.61,1863.39,Medium Risk,Medium Risk,0.49,1142.0,Customer support follow-up,120.0,1022.0,9.5,True
1762,2024-08-10,Standard,399,13.7,3,5,33,51,Yes,0.638,8,2036.5,2036.5,1155.5,High Risk,High Risk,0.12,244.38,Payment retry & Concierge billing call,65.0,179.38,3.8,True
1763,2023-07-10,Standard,399,19.1,6,2,14,47,Yes,0.8097,6,1938.42,1938.42,455.58,Critical Risk,Critical Risk,0.23,445.84,Payment retry & Concierge billing call,65.0,380.84,6.9,True
1764,2023-01-06,Standard,399,17.0,6,1,33,43,Yes,0.3132,8,999.73,999.73,2192.27,Low Risk,Low Risk,0.43,429.88,No action,0.0,429.88,429.9,False
1765,2024-04-18,Standard,399,1.0,6,5,14,8,Yes,0.961,6,2300.63,2300.63,93.37,Critical Risk,Critical Risk,0.05,115.03,Payment retry & Concierge billing call,65.0,50.03,1.8,True
1766,2023-03-07,Premium,699,2.9,3,0,21,45,Yes,0.6228,8,3482.7,3482.7,2109.3,High Risk,High Risk,0.51,1776.18,Customer support follow-up,120.0,1656.18,14.8,True
1767,2023-12-03,Premium,699,18.3,7,4,19,26,Yes,0.8126,8,4544.06,4544.06,1047.94,Critical Risk,Critical Risk,0.06,272.64,Payment retry & Concierge billing call,65.0,207.64,4.2,True
1768,2023-12-21,Premium,699,12.2,8,0,25,21,Yes,0.5099,8,2851.36,2851.36,2740.64,Medium Risk,Medium Risk,0.48,1368.65,Customer support follow-up,120.0,1248.65,11.4,True
1769,2024-11-20,Standard,399,11.8,7,1,10,34,No,0.3846,6,920.73,920.73,1473.27,Medium Risk,Medium Risk,0.26,239.39,Payment reminder & Priority billing assistance,35.0,204.39,6.8,True
1770,2023-12-20,Standard,399,10.4,1,5,17,31,Yes,0.6328,6,1514.92,1514.92,879.08,High Risk,High Risk,0.16,242.39,Payment retry & Concierge billing call,65.0,177.39,3.7,True
1771,2023-11-19,Basic,199,18.8,8,2,14,19,Yes,0.7567,6,903.5,903.5,290.5,High Risk,High Risk,0.23,207.8,Payment retry & Concierge billing call,65.0,142.8,3.2,True
1772,2024-03-01,Standard,399,1.2,2,4,30,22,Yes,0.9442,8,3013.89,3013.89,178.11,Critical Risk,Critical Risk,0.09,271.25,Payment retry & Concierge billing call,65.0,206.25,4.2,True
1773,2023-05-15,Basic,199,14.1,7,1,19,24,No,0.5166,8,822.43,822.43,769.57,Medium Risk,Medium Risk,0.44,361.87,Payment reminder,15.0,346.87,24.1,True
1774,2023-07-02,Standard,399,2.9,3,1,8,7,No,0.3237,6,774.94,774.94,1619.06,Low Risk,Low Risk,0.53,410.72,No action,0.0,410.72,410.7,False
1775,2023-10-13,Basic,199,14.0,5,1,26,26,No,0.4756,8,757.16,757.16,834.84,Medium Risk,Medium Risk,0.52,393.72,Payment reminder,15.0,378.72,26.2,True
1776,2023-08-19,Standard,399,15.9,5,4,24,34,Yes,0.7731,8,2467.74,2467.74,724.26,High Risk,High Risk,0.05,123.39,Payment retry & Concierge billing call,65.0,58.39,1.9,True
1777,2023-07-01,Standard,399,19.0,4,3,32,10,No,0.5643,8,1801.25,1801.25,1390.75,Medium Risk,Medium Risk,0.53,954.66,Payment retry & Concierge billing call,65.0,889.66,14.7,True
1778,2023-04-11,Standard,399,0.6,5,3,19,41,Yes,0.9731,8,3106.14,3106.14,85.86,Critical Risk,Critical Risk,0.05,155.31,Payment retry & Concierge billing call,65.0,90.31,2.4,True
1779,2023-08-18,Standard,399,24.4,6,1,27,40,Yes,0.7875,8,2513.7,2513.7,678.3,High Risk,High Risk,0.38,955.21,Payment reminder & Priority billing assistance,35.0,920.21,27.3,True
1780,2023-06-20,Basic,199,25.0,6,0,33,20,No,0.3517,8,559.91,559.91,1032.09,Medium Risk,Medium Risk,0.69,386.34,Customer support follow-up,120.0,266.34,3.2,True
1781,2024-10-31,Premium,699,17.3,5,0,31,47,No,0.2635,8,1473.49,1473.49,4118.51,Low Risk,Low Risk,0.57,839.89,No action,0.0,839.89,839.9,False
1782,2023-09-03,Standard,399,13.0,3,1,36,29,No,0.3001,8,957.92,957.92,2234.08,Low Risk,Low Risk,0.59,565.17,No action,0.0,565.17,565.2,False
1783,2023-02-01,Basic,199,23.5,3,2,31,8,Yes,0.5746,8,914.76,914.76,677.24,Medium Risk,Medium Risk,0.72,658.63,Payment retry & Concierge billing call,65.0,593.63,10.1,True
1784,2024-04-17,Basic,199,11.8,7,1,30,50,Yes,0.506,8,805.55,805.55,786.45,Medium Risk,Medium Risk,0.34,273.89,Payment reminder,15.0,258.89,18.3,True
1785,2023-03-13,Premium,699,20.2,5,1,8,15,No,0.3563,6,1494.32,1494.32,2699.68,Medium Risk,Medium Risk,0.5,747.16,Payment reminder & Priority billing assistance,35.0,712.16,21.3,True
1786,2023-03-14,Basic,199,17.2,6,4,3,30,No,0.7449,4,592.94,592.94,203.06,High Risk,High Risk,0.13,77.08,Payment retry & Concierge billing call,65.0,12.08,1.2,True
1787,2024-10-24,Standard,399,22.1,8,0,17,45,No,0.4613,6,1104.35,1104.35,1289.65,Medium Risk,Medium Risk,0.5,552.17,Customer support follow-up,120.0,432.17,4.6,True
1788,2023-02-10,Premium,699,11.2,0,2,2,51,Yes,0.6349,4,1775.18,1775.18,1020.82,High Risk,High Risk,0.43,763.33,Payment retry & Concierge billing call,65.0,698.33,11.7,True
1789,2023-05-08,Standard,399,18.1,8,5,26,41,Yes,0.7693,8,2455.61,2455.61,736.39,High Risk,High Risk,0.05,122.78,Payment retry & Concierge billing call,65.0,57.78,1.9,True
1790,2024-11-03,Basic,199,21.3,1,5,10,10,No,0.3995,6,477.0,477.0,717.0,Medium Risk,Medium Risk,0.39,186.03,Payment retry & Concierge billing call,65.0,121.03,2.9,True
1791,2024-10-19,Standard,399,22.9,7,1,10,16,Yes,0.5191,6,1242.73,1242.73,1151.27,Medium Risk,Medium Risk,0.45,559.23,Payment reminder & Priority billing assistance,35.0,524.23,16.0,True
1792,2023-10-30,Premium,699,11.7,7,1,5,48,Yes,0.5692,6,2387.22,2387.22,1806.78,Medium Risk,Medium Risk,0.26,620.68,Payment reminder & Priority billing assistance,35.0,585.68,17.7,True
1793,2024-08-31,Premium,699,8.6,7,5,29,16,No,0.5387,8,3012.41,3012.41,2579.59,Medium Risk,Medium Risk,0.05,150.62,Payment retry & Concierge billing call,65.0,85.62,2.3,True
1794,2024-07-31,Basic,199,4.1,4,0,9,14,No,0.2575,6,307.46,307.46,886.54,Low Risk,Low Risk,0.6,184.48,No action,0.0,184.48,184.5,False
1795,2024-12-31,Standard,399,8.0,2,4,19,40,Yes,0.5721,8,1826.14,1826.14,1365.86,Medium Risk,Medium Risk,0.2,365.23,Payment retry & Concierge billing call,65.0,300.23,5.6,True
1796,2024-01-29,Standard,399,4.3,2,1,19,38,Yes,0.7022,8,2241.42,2241.42,950.58,High Risk,High Risk,0.46,1031.05,Payment reminder & Priority billing assistance,35.0,996.05,29.5,True
1797,2023-01-13,Standard,399,1.2,3,4,15,19,Yes,0.7868,6,1883.6,1883.6,510.4,High Risk,High Risk,0.05,94.18,Payment retry & Concierge billing call,65.0,29.18,1.4,True
1798,2023-06-24,Standard,399,18.2,8,3,24,30,Yes,0.8,8,2553.6,2553.6,638.4,Critical Risk,Critical Risk,0.12,306.43,Payment retry & Concierge billing call,65.0,241.43,4.7,True
1799,2024-05-11,Standard,399,14.9,8,2,10,33,Yes,0.7798,6,1866.84,1866.84,527.16,High Risk,High Risk,0.05,93.34,Payment retry & Concierge billing call,65.0,28.34,1.4,True
1800,2023-01-15,Premium,699,21.8,7,1,11,30,No,0.3952,6,1657.47,1657.47,2536.53,Medium Risk,Medium Risk,0.44,729.29,Payment reminder & Priority billing assistance,35.0,694.29,20.8,True
1801,2024-09-15,Premium,699,8.9,4,1,5,14,Yes,0.2551,6,1069.89,1069.89,3124.11,Low Risk,Low Risk,0.55,588.44,No action,0.0,588.44,588.4,False
1802,2024-10-15,Premium,699,16.4,5,3,8,29,Yes,0.8088,6,3392.11,3392.11,801.89,Critical Risk,Critical Risk,0.14,474.9,Payment retry & Concierge billing call,65.0,409.9,7.3,True
1803,2024-10-03,Basic,199,22.5,3,2,34,42,Yes,0.771,8,1227.43,1227.43,364.57,High Risk,High Risk,0.39,478.7,Payment retry & Concierge billing call,65.0,413.7,7.4,True
1804,2024-07-04,Basic,199,12.9,4,4,22,34,No,0.6961,8,1108.19,1108.19,483.81,High Risk,High Risk,0.17,188.39,Payment retry & Concierge billing call,65.0,123.39,2.9,True
1805,2023-07-07,Basic,199,11.4,8,1,4,15,No,0.2971,4,236.49,236.49,559.51,Low Risk,Low Risk,0.29,68.58,No action,0.0,68.58,68.6,False
1806,2023-09-30,Premium,699,6.1,7,1,16,2,No,0.1123,6,470.99,470.99,3723.01,Low Risk,Low Risk,0.48,226.08,No action,0.0,226.08,226.1,False
1807,2023-05-16,Premium,699,2.7,3,5,18,53,No,0.9027,6,3785.92,3785.92,408.08,Critical Risk,Critical Risk,0.05,189.3,Payment retry & Concierge billing call,65.0,124.3,2.9,True
1808,2024-05-03,Premium,699,2.0,3,1,20,37,No,0.8507,8,4757.11,4757.11,834.89,Critical Risk,Critical Risk,0.28,1331.99,Payment reminder & Priority billing assistance,35.0,1296.99,38.1,True
1809,2023-07-21,Standard,399,13.7,0,2,7,50,No,0.4987,6,1193.89,1193.89,1200.11,Medium Risk,Medium Risk,0.46,549.19,Payment retry & Concierge billing call,65.0,484.19,8.4,True
1810,2023-08-09,Standard,399,11.3,7,1,8,6,No,0.256,6,612.86,612.86,1781.14,Low Risk,Low Risk,0.45,275.79,No action,0.0,275.79,275.8,False
1811,2023-04-25,Premium,699,7.8,0,4,32,27,No,0.5444,8,3044.28,3044.28,2547.72,Medium Risk,Medium Risk,0.36,1095.94,Payment retry & Concierge billing call,65.0,1030.94,16.9,True
1812,2024-04-12,Premium,699,19.5,3,4,29,51,No,0.6112,8,3417.83,3417.83,2174.17,High Risk,High Risk,0.27,922.81,Payment retry & Concierge billing call,65.0,857.81,14.2,True
